balance_month,balance_year,product_barcode,total_consumption
9.0,2025.0,UHRDMLYRCIP,90.0
9.0,2025.0,UHRDMOLDFEE,0.0
9.0,2025.0,UHRDMOLDNOZ,0.0
9.0,2025.0,UHRDMOLDV22,0.0
9.0,2025.0,UHRDMOZART1,0.0
9.0,2025.0,UHRDMSASE06,0.0
9.0,2025.0,UHRDMTYQ200,0.0
9.0,2025.0,UHRDNCP15XH,0.0
9.0,2025.0,UHRDNMDLE11,0.0
9.0,2025.0,UHRDNOATAPE,0.0
9.0,2025.0,UHRDNRF5284,0.0
9.0,2025.0,UHRDNRF5340,0.0
9.0,2025.0,UHRDNRF54L1,0.0
9.0,2025.0,UHRDNSR05F4,0.0
9.0,2025.0,UHRDNTCG063,168.0
9.0,2025.0,UHRDORING16,0.0
9.0,2025.0,UHRDORING4D,0.0
9.0,2025.0,UHRDORING70,0.0
9.0,2025.0,UHRDOTOLSOP,0.0
9.0,2025.0,UHRDPCBULTR,0.0
9.0,2025.0,UHRDPCSELET,0.0
9.0,2025.0,UHRDPIPEBSH,0.0
9.0,2025.0,UHRDPJA3431,45.0
9.0,2025.0,UHRDPLSTSAM,0.0
9.0,2025.0,UHRDPOGOPIN,0.0
9.0,2025.0,UHRDPOGPIN1,0.0
9.0,2025.0,UHRDPRBA161,0.0
9.0,2025.0,UHRDPRCR162,17568.0
9.0,2025.0,UHRDPRINCUR,0.0
9.0,2025.0,UHRDPSTFILM,0.0
9.0,2025.0,UHRDPTS10X3,0.0
9.0,2025.0,UHRDPTS14X5,0.0
9.0,2025.0,UHRDPWR0603,168.0
9.0,2025.0,UHRDPWRICS1,168.0
9.0,2025.0,UHRDQUAD46M,0.0
9.0,2025.0,UHRDRASB4RM,0.0
9.0,2025.0,UHRDRASBCOL,0.0
9.0,2025.0,UHRDRBERPAD,0.0
9.0,2025.0,UHRDRC070RL,0.0
9.0,2025.0,UHRDRC74K7L,0.0
9.0,2025.0,UHRDRECHAG1,0.0
9.0,2025.0,UHRDRED624D,0.0
9.0,2025.0,UHRDRESO450,0.0
9.0,2025.0,UHRDRGPRBAT,500.0
9.0,2025.0,UHRDRIANZSC,0.0
9.0,2025.0,UHRDRING162,600.0
9.0,2025.0,UHRDRINGA30,0.0
9.0,2025.0,UHRDRINGC63,0.0
9.0,2025.0,UHRDRINGP32,0.0
9.0,2025.0,UHRDRINGR31,0.0
9.0,2025.0,UHRDRPCHPTL,0.0
9.0,2025.0,UHRDRPCHV22,0.0
9.0,2025.0,UHRDRSS30CP,0.0
9.0,2025.0,UHRDRSTR105,90.0
9.0,2025.0,UHRDRTM1393,0.0
9.0,2025.0,UHRDRTM2392,0.0
9.0,2025.0,UHRDSCHOFIC,0.0
9.0,2025.0,UHRDSCREWS1,0.0
9.0,2025.0,UHRDSDCARD3,0.0
9.0,2025.0,UHRDSDZLC2B,0.0
9.0,2025.0,UHRDSDZLD2A,0.0
9.0,2025.0,UHRDSEAMESD,0.0
9.0,2025.0,UHRDSHDWRE2,45.0
9.0,2025.0,UHRDSHRJMPR,0.0
9.0,2025.0,UHRDSI1012R,0.0
9.0,2025.0,UHRDSILTRA2,0.0
9.0,2025.0,UHRDSILTRA3,0.0
9.0,2025.0,UHRDSIT1552,0.0
9.0,2025.0,UHRDSIT155A,0.0
9.0,2025.0,UHRDSMD01XQ,0.0
9.0,2025.0,UHRDSMD0201,148032.0
9.0,2025.0,UHRDSMD0603,0.0
9.0,2025.0,UHRDSMD10MS,0.0
9.0,2025.0,UHRDSMD1KPW,0.0
9.0,2025.0,UHRDSMD200D,0.0
9.0,2025.0,UHRDSMD526,0.0
9.0,2025.0,UHRDSMPS200,0.0
9.0,2025.0,UHRDSMPS20W,0.0
9.0,2025.0,UHRDSMSD100,0.0
9.0,2025.0,UHRDSOCKET1,0.0
9.0,2025.0,UHRDSOVOL3D,0.0
9.0,2025.0,UHRDSPLIT2V,0.0
9.0,2025.0,UHRDSTROK12,0.0
9.0,2025.0,UHRDSUPERFA,0.0
9.0,2025.0,UHRDSUPFAST,0.0
9.0,2025.0,UHRDT2855MA,0.0
9.0,2025.0,UHRDT7000BLK,0.0
9.0,2025.0,UHRDTALETE1,45.0
9.0,2025.0,UHRDTAPEMPL,0.0
9.0,2025.0,UHRDTAPEYZR,0.0
9.0,2025.0,UHRDTECHPLT,0.0
9.0,2025.0,UHRDTEMTRSR,45.0
9.0,2025.0,UHRDTHREAD4,0.0
9.0,2025.0,UHRDTITANRG,0.0
9.0,2025.0,UHRDTL2203E,0.0
9.0,2025.0,UHRDTLUM150,0.0
9.0,2025.0,UHRDTLV7573,0.0
9.0,2025.0,UHRDTOCHMNT,0.0
9.0,2025.0,UHRDTOOLBAE,0.0
9.0,2025.0,UHRDTOPP101,0.0
9.0,2025.0,UHRDTPS2260,0.0
9.0,2025.0,UHRDTPS7A03,45.0
9.0,2025.0,UHRDTRHLRES,0.0
9.0,2025.0,UHRDTSWTASM,0.0
9.0,2025.0,UHRDTUF1820,0.0
9.0,2025.0,UHRDTUK62BT,0.0
9.0,2025.0,UHRDTUKZR62,0.0
9.0,2025.0,UHRDTWERPRO,0.0
9.0,2025.0,UHRDTXS0104,0.0
9.0,2025.0,UHRDUCTCRAM,0.0
9.0,2025.0,UHRDUMK105B,405.0
9.0,2025.0,UHRDUMK107A,135.0
9.0,2025.0,UHRDUMK107B,0.0
9.0,2025.0,UHRDUNIBALL,0.0
9.0,2025.0,UHRDUNXCELL,0.0
9.0,2025.0,UHRDUSBCABL,0.0
9.0,2025.0,UHRDUSBCNTR,90.0
9.0,2025.0,UHRDUWRSTBM,0.0
9.0,2025.0,UHRDUWRSTOP,0.0
9.0,2025.0,UHRDVANITYP,0.0
9.0,2025.0,UHRDVARTECH,0.0
9.0,2025.0,UHRDVERNIER,0.0
9.0,2025.0,UHRDVINCKOL,0.0
9.0,2025.0,UHRDW25Q128,0.0
9.0,2025.0,UHRDW25Q16J,0.0
9.0,2025.0,UHRDWATCHSP,0.0
9.0,2025.0,UHRDWE1010N,0.0
9.0,2025.0,UHRDWREBOXD,0.0
9.0,2025.0,UHRDWRLSICF,45.0
9.0,2025.0,UHRDWS2812B,45.0
9.0,2025.0,UHRDWTD25ML,0.0
9.0,2025.0,UHRDXT30MLE,0.0
9.0,2025.0,UHRDXT60MAL,0.0
9.0,2025.0,UHRDZEVON12,0.0
9.0,2025.0,UHRESBOU01BO,13120.0
9.0,2025.0,UHRESNMUR8PF,6560.0
9.0,2025.0,UHRESPAN01KO,53612.0
9.0,2025.0,UHRESPAN1MOH,162561.0
9.0,2025.0,UHRESPAN47KO,155788.0
9.0,2025.0,UHRESSTA10MO,26806.0
9.0,2025.0,UHRESVIS10OH,108374.0
9.0,2025.0,UHRESYAG074O,108464.0
9.0,2025.0,UHRESYAG0OHM,54232.0
9.0,2025.0,UHRESYAG100K,134702.0
9.0,2025.0,UHRESYAG10KO,162921.0
9.0,2025.0,UHRESYAG22KO,108374.0
9.0,2025.0,UHRESYAG22MO,54187.0
9.0,2025.0,UHRESYAG22OH,54187.0
9.0,2025.0,UHRESYAG27KO,54187.0
9.0,2025.0,UHRESYAG47KO,54232.0
9.0,2025.0,UHRESYAG60KO,54187.0
9.0,2025.0,UHRFAJOH24GH,26974.0
9.0,2025.0,UHRGBTR24MAH,15177.0
9.0,2025.0,UHRGBTR32MAH,11506.0
9.0,2025.0,UHRING1.61PCBA,2497.0
9.0,2025.0,UHRING1.62PCBA,19817.0
9.0,2025.0,UHRINGECS320,7028.0
9.0,2025.0,UHRINGPCBA,4703.0
9.0,2025.0,UHROUNDTAPES05,0.0
9.0,2025.0,UHROUNDTAPES06,0.0
9.0,2025.0,UHROUNDTAPES07,0.0
9.0,2025.0,UHROUNDTAPES08,0.0
9.0,2025.0,UHROUNDTAPES09,0.0
9.0,2025.0,UHROUNDTAPES10,0.0
9.0,2025.0,UHROUNDTAPES11,0.0
9.0,2025.0,UHROUNDTAPES12,0.0
9.0,2025.0,UHRPRONRFR7,213.0
9.0,2025.0,UHRSOODAHVR,50000.0
9.0,2025.0,UHRW0.2BBS05,0.0
9.0,2025.0,UHRW0.2BBS06,0.0
9.0,2025.0,UHRW0.2BBS07,0.0
9.0,2025.0,UHRW0.2BBS08,0.0
9.0,2025.0,UHRW0.2BBS09,320.0
9.0,2025.0,UHRW0.2BBS10,0.0
9.0,2025.0,UHRW0.2BBS13,0.0
9.0,2025.0,UHRW0.2BBS14,0.0
9.0,2025.0,UHRW0.2MGS09,0.0
9.0,2025.0,UHRW0.3BBS05,0.0
9.0,2025.0,UHRW0.3BBS06,0.0
9.0,2025.0,UHRW0.3BBS07,0.0
9.0,2025.0,UHRW0.3BBS08,0.0
9.0,2025.0,UHRW0.3BBS09,0.0
9.0,2025.0,UHRW0.3BBS10,0.0
9.0,2025.0,UHRW0.3BBS11,0.0
9.0,2025.0,UHRW0.3BBS12,0.0
9.0,2025.0,UHRW0.3BBS13,0.0
9.0,2025.0,UHRW0.3BBS14,0.0
9.0,2025.0,UHRW0.3RTS07,0.0
9.0,2025.0,UHRW0.3RTS08,1680.0
9.0,2025.0,UHRW0.3RTS09,576.0
9.0,2025.0,UHRW0.3RTS09 (copy),564.0
9.0,2025.0,UHRW0.3RTS12,0.0
9.0,2025.0,UHSENSMLX36V,6560.0
9.0,2025.0,UHSSTARPTS5,0.0
9.0,2025.0,UHSSTARPTS6,0.0
9.0,2025.0,UHSSTARPTS7,0.0
9.0,2025.0,UHSTBLKMARK,0.0
9.0,2025.0,UHSTBODMARK,0.0
9.0,2025.0,UHSTCELLOPEN1,0.0
9.0,2025.0,UHSTFACEMASK,0.0
9.0,2025.0,UHSTFLTFILE,0.0
9.0,2025.0,UHSTMASKTAP,0.0
9.0,2025.0,UHSTMICCABL,0.0
9.0,2025.0,UHSTNANFILE,0.0
9.0,2025.0,UHSTOHPMARK,0.0
9.0,2025.0,UHSTOHPMARKR,0.0
9.0,2025.0,UHSTPERMARK,0.0
9.0,2025.0,UHSTPRITONER,0.0
9.0,2025.0,UHSTSKMAR07,0.0
9.0,2025.0,UHSTSPRNOTE,0.0
9.0,2025.0,UHSTWZ93302,0.0
9.0,2025.0,UHSTZIPLOCK3X4,0.0
9.0,2025.0,UHSTZIPLOCK5X7,0.0
9.0,2025.0,UHSTZPLCK10X14,0.0
9.0,2025.0,UHSWATCHAA,0.0
9.0,2025.0,UHSWATCHAG,0.0
9.0,2025.0,UHSWATCHAS,0.0
9.0,2025.0,UHSWATCHBRG,0.0
9.0,2025.0,UHSWATCHMG,0.0
9.0,2025.0,UHSWATCHRT,0.0
9.0,2025.0,UHTAPEBATPCB,82500.0
9.0,2025.0,UHTAPEDC10X8,116772.0
9.0,2025.0,UHTAPS607X145,8277.0
9.0,2025.0,UHTAPS69X363,8695.0
9.0,2025.0,UHTIJWAABS05,0.0
9.0,2025.0,UHTIJWAABS06,240.0
9.0,2025.0,UHTIJWAABS07,0.0
9.0,2025.0,UHTIJWAABS08,2666.0
9.0,2025.0,UHTIJWAABS09,2223.0
9.0,2025.0,UHTIJWAABS10,215.0
9.0,2025.0,UHTIJWAABS11,1490.0
9.0,2025.0,UHTIJWAABS12,1056.0
9.0,2025.0,UHTIJWAABS13,0.0
9.0,2025.0,UHTIJWAABS14,96.0
9.0,2025.0,UHTIJWMGLS05,0.0
9.0,2025.0,UHTIJWMGLS06,0.0
9.0,2025.0,UHTIJWMGLS07,0.0
9.0,2025.0,UHTIJWMGLS08,300.0
9.0,2025.0,UHTIJWMGLS09,543.0
9.0,2025.0,UHTIJWMGLS10,30.0
9.0,2025.0,UHTIJWMGLS11,36.0
9.0,2025.0,UHTIJWMGLS12,36.0
9.0,2025.0,UHTIJWRTLS06,0.0
9.0,2025.0,UHTIJWRTLS07,0.0
9.0,2025.0,UHTIJWRTLS08,116.0
9.0,2025.0,UHTIJWRTLS09,916.0
9.0,2025.0,UHTIJWRTLS10,924.0
9.0,2025.0,UHTIJWRTLS11,0.0
9.0,2025.0,UHTIJWRTLS12,684.0
9.0,2025.0,UHTIJWRTLS13,24.0
9.0,2025.0,UHTIJWRTLS14,108.0
9.0,2025.0,UHTRAEPC200V,54187.0
9.0,2025.0,UHTRAYCFG48,0.0
9.0,2025.0,UHUSB4105GFAN,54187.0
9.0,2025.0,UHUSBCGCT24P,45.0
9.0,2025.0,UH_RING_PRO_REV3_1,0.0
9.0,2025.0,UH_RING_PRO_REV3_2,0.0
9.0,2025.0,UNICHTEX7A02,26974.0
9.0,2025.0,W25Q128JVPIQ,45.0
9.0,2025.0,[C2 Charger FG S11] UHCH2.5FINISHS11,0.0
8.0,2025.0,687608050002,0.0
8.0,2025.0,687708050002,0.0
8.0,2025.0,FACEMASK,0.0
8.0,2025.0,SFH 7016,0.0
8.0,2025.0,UH0.2AA05,5.0
8.0,2025.0,UH0.2AA06,60.0
8.0,2025.0,UH0.2AA07,1000.0
8.0,2025.0,UH0.2AA08,60.0
8.0,2025.0,UH0.2AA09,1060.0
8.0,2025.0,UH0.2AA10,216.0
8.0,2025.0,UH0.2AA11,0.0
8.0,2025.0,UH0.2AA12,0.0
8.0,2025.0,UH0.2AA13,0.0
8.0,2025.0,UH0.2ACRMST05,0.0
8.0,2025.0,UH0.2ACRMST06,0.0
8.0,2025.0,UH0.2ACRMST07,0.0
8.0,2025.0,UH0.2ACRMST08,0.0
8.0,2025.0,UH0.2ACRMST09,0.0
8.0,2025.0,UH0.2ACRMST10,0.0
8.0,2025.0,UH0.2ACRMST11,0.0
8.0,2025.0,UH0.2ACRMST12,0.0
8.0,2025.0,UH0.2ACRMST13,0.0
8.0,2025.0,UH0.2ACRMST14,0.0
8.0,2025.0,UH0.2AG06,6.0
8.0,2025.0,UH0.2AG07,4903.0
8.0,2025.0,UH0.2AG08,4803.0
8.0,2025.0,UH0.2AG09,1769.0
8.0,2025.0,UH0.2AG10,1551.0
8.0,2025.0,UH0.2AG11,0.0
8.0,2025.0,UH0.2AG12,0.0
8.0,2025.0,UH0.2AG13,0.0
8.0,2025.0,UH0.2AG14,0.0
8.0,2025.0,UH0.2AS06,358.0
8.0,2025.0,UH0.2AS07,300.0
8.0,2025.0,UH0.2AS08,375.0
8.0,2025.0,UH0.2AS09,1124.0
8.0,2025.0,UH0.2AS10,0.0
8.0,2025.0,UH0.2AS13,0.0
8.0,2025.0,UH0.2BB09,550.0
8.0,2025.0,UH0.2BB10,0.0
8.0,2025.0,UH0.2BB13,477.0
8.0,2025.0,UH0.2BB14,73.0
8.0,2025.0,UH0.2MACHINS05,0.0
8.0,2025.0,UH0.2MACHINS06,0.0
8.0,2025.0,UH0.2MACHINS07,0.0
8.0,2025.0,UH0.2MACHINS08,0.0
8.0,2025.0,UH0.2MACHINS13,0.0
8.0,2025.0,UH0.2MG08,0.0
8.0,2025.0,UH0.2MG09,480.0
8.0,2025.0,UH0.2MG10,1392.0
8.0,2025.0,UH0.2MG11,60.0
8.0,2025.0,UH0.2MG12,60.0
8.0,2025.0,UH0.2MG13,0.0
8.0,2025.0,UH0.2MG14,0.0
8.0,2025.0,UH0.2MIRROR05,202.0
8.0,2025.0,UH0.2MIRROR06,653.0
8.0,2025.0,UH0.2MIRROR07,991.0
8.0,2025.0,UH0.2MIRROR08,91.0
8.0,2025.0,UH0.2MIRROR09,80.0
8.0,2025.0,UH0.2MIRROR10,595.0
8.0,2025.0,UH0.2MIRROR11,27.0
8.0,2025.0,UH0.2MIRROR12,1.0
8.0,2025.0,UH0.2MIRROR13,2.0
8.0,2025.0,UH0.2RT05,0.0
8.0,2025.0,UH0.2RT08,960.0
8.0,2025.0,UH0.2RT09,720.0
8.0,2025.0,UH0.2RT10,720.0
8.0,2025.0,UH0.3BRUSHAG14,0.0
8.0,2025.0,UH0805RSVS0O,0.0
8.0,2025.0,UHACCSTM6DSO,26828.0
8.0,2025.0,UHACRPOLMSTS05,0.0
8.0,2025.0,UHACRPOLMSTS06,0.0
8.0,2025.0,UHACRPOLMSTS07,0.0
8.0,2025.0,UHACRPOLMSTS08,0.0
8.0,2025.0,UHACRPOLMSTS09,0.0
8.0,2025.0,UHACRPOLMSTS10,0.0
8.0,2025.0,UHACRPOLMSTS11,0.0
8.0,2025.0,UHACRPOLMSTS12,0.0
8.0,2025.0,UHACRPOLMSTS13,0.0
8.0,2025.0,UHACRPOLMSTS14,0.0
8.0,2025.0,UHACRSHTFLSH,0.0
8.0,2025.0,UHACRUNPOLMSTS05,0.0
8.0,2025.0,UHACRUNPOLMSTS06,0.0
8.0,2025.0,UHACRUNPOLMSTS08,0.0
8.0,2025.0,UHACRUNPOLMSTS09,0.0
8.0,2025.0,UHACRUNPOLMSTS11,0.0
8.0,2025.0,UHACRUNPOLMSTS12,0.0
8.0,2025.0,UHACRUNPOLMSTS13,0.0
8.0,2025.0,UHACRUNPOLMSTS14,0.0
8.0,2025.0,UHAIRBEADBS08,0.0
8.0,2025.0,UHAIRG0LDS05,0.0
8.0,2025.0,UHAIRG0LDS06,0.0
8.0,2025.0,UHAIRG0LDS07,0.0
8.0,2025.0,UHAIRG0LDS08,0.0
8.0,2025.0,UHAIRG0LDS09,0.0
8.0,2025.0,UHAIRG0LDS10,0.0
8.0,2025.0,UHAIRG0LDS11,5.0
8.0,2025.0,UHAIRG0LDS12,5.0
8.0,2025.0,UHAIRG0LDS13,5.0
8.0,2025.0,UHAIRG0LDS14,5.0
8.0,2025.0,UHAIRMACSHL08,0.0
8.0,2025.0,UHAIRMACSHL10,28.0
8.0,2025.0,UHAIRMACSHL14,272.0
8.0,2025.0,UHAIRMIRSHEL05,757.0
8.0,2025.0,UHAIRMIRSHEL06,0.0
8.0,2025.0,UHAIRMIRSHEL07,0.0
8.0,2025.0,UHAIRMIRSHEL08,434.0
8.0,2025.0,UHAIRMIRSHEL09,0.0
8.0,2025.0,UHAIRMIRSHEL10,108.0
8.0,2025.0,UHAIRMIRSHEL11,1185.0
8.0,2025.0,UHAIRMIRSHEL12,0.0
8.0,2025.0,UHAIRMIRSHEL13,109.0
8.0,2025.0,UHAIRMIRSHEL14,0.0
8.0,2025.0,UHAIRSILVS05,0.0
8.0,2025.0,UHAIRSILVS06,120.0
8.0,2025.0,UHAIRSILVS07,0.0
8.0,2025.0,UHAIRSILVS09,0.0
8.0,2025.0,UHAIRSILVS10,0.0
8.0,2025.0,UHAIRSILVS11,60.0
8.0,2025.0,UHAIRSILVS12,0.0
8.0,2025.0,UHAIRSILVS14,12.0
8.0,2025.0,UHALSHELLS05,0.0
8.0,2025.0,UHALSHELLS06,0.0
8.0,2025.0,UHALSHELLS07,0.0
8.0,2025.0,UHALSHELLS08,0.0
8.0,2025.0,UHALSHELLS09,0.0
8.0,2025.0,UHALSHELLS10,0.0
8.0,2025.0,UHALSHELLS11,0.0
8.0,2025.0,UHALSHELLS12,0.0
8.0,2025.0,UHALSHELLS13,0.0
8.0,2025.0,UHALSHELLS14,0.0
8.0,2025.0,UHARPR161PB,0.0
8.0,2025.0,UHARSIT32KC,0.0
8.0,2025.0,UHARTITMPSN,6275.0
8.0,2025.0,UHARTSRGBR11,0.0
8.0,2025.0,UHARTSRGBR9,0.0
8.0,2025.0,UHASRINGTRY,0.0
8.0,2025.0,UHBLTP204M7M,0.0
8.0,2025.0,UHBOTTOMPADS,40700.0
8.0,2025.0,UHBOXTBTTRAY,0.0
8.0,2025.0,UHBOXTOPTRAY,0.0
8.0,2025.0,UHBRUSBCABLE,0.0
8.0,2025.0,UHBRUSHARG05,0.0
8.0,2025.0,UHBRUSHARG06,0.0
8.0,2025.0,UHBRUSHARG07,0.0
8.0,2025.0,UHBRUSHARG08,0.0
8.0,2025.0,UHBRUSHARG09,0.0
8.0,2025.0,UHBRUSHARG10,36.0
8.0,2025.0,UHBRUSHARG11,132.0
8.0,2025.0,UHBRUSHARG12,60.0
8.0,2025.0,UHBRUSHARG13,96.0
8.0,2025.0,UHBRUSHARG14,36.0
8.0,2025.0,UHBRUSHMACHS10,0.0
8.0,2025.0,UHBRUSHMACHS14,50.0
8.0,2025.0,UHC2068NF50V,93502.0
8.0,2025.0,UHC2100NF50V,93502.0
8.0,2025.0,UHC2C10UF50V,93502.0
8.0,2025.0,UHC2C1KPF50V,93502.0
8.0,2025.0,UHC2C47PF25V,93502.0
8.0,2025.0,UHC2CUMO10MA,46751.0
8.0,2025.0,UHC2FB30OM1L,46751.0
8.0,2025.0,UHC2FFCCN4P,46751.0
8.0,2025.0,UHC2INDU6.8UH,46751.0
8.0,2025.0,UHC2PCBAREV21,44102.0
8.0,2025.0,UHC2PCBREV21,46751.0
8.0,2025.0,UHC2RES0OM42,140253.0
8.0,2025.0,UHC2RES0OM85,46751.0
8.0,2025.0,UHC2RES27OHM,93502.0
8.0,2025.0,UHC2TRCL72UH,40700.0
8.0,2025.0,UHC3BASEPAINT,5850.0
8.0,2025.0,UHC3BOTTPAD,3402.0
8.0,2025.0,UHC3FINFGS05,0.0
8.0,2025.0,UHC3FINFGS06,0.0
8.0,2025.0,UHC3FINFGS07,0.0
8.0,2025.0,UHC3FINFGS08,0.0
8.0,2025.0,UHC3FINFGS09,0.0
8.0,2025.0,UHC3FINFGS10,0.0
8.0,2025.0,UHC3FINFGS11,0.0
8.0,2025.0,UHC3FINFGS12,0.0
8.0,2025.0,UHC3FINFGS13,0.0
8.0,2025.0,UHC3FINFGS14,0.0
8.0,2025.0,UHC3LASERTOPS05,350.0
8.0,2025.0,UHC3LASERTOPS06,900.0
8.0,2025.0,UHC3LASERTOPS07,900.0
8.0,2025.0,UHC3LASERTOPS08,0.0
8.0,2025.0,UHC3LASERTOPS09,300.0
8.0,2025.0,UHC3LASERTOPS10,0.0
8.0,2025.0,UHC3LASERTOPS11,500.0
8.0,2025.0,UHC3LASERTOPS12,190.0
8.0,2025.0,UHC3LASERTOPS13,50.0
8.0,2025.0,UHC3LASERTOPS14,200.0
8.0,2025.0,UHC3LGFGS05,1.0
8.0,2025.0,UHC3LGFGS06,0.0
8.0,2025.0,UHC3LGFGS07,0.0
8.0,2025.0,UHC3LGFGS08,4.0
8.0,2025.0,UHC3LGFGS09,0.0
8.0,2025.0,UHC3LGFGS10,0.0
8.0,2025.0,UHC3LGFGS11,0.0
8.0,2025.0,UHC3LGFGS12,0.0
8.0,2025.0,UHC3LGFGS13,0.0
8.0,2025.0,UHC3LGFGS14,0.0
8.0,2025.0,UHC3LPFGS05,0.0
8.0,2025.0,UHC3LPFGS07,0.0
8.0,2025.0,UHC3LPFGS09,2.0
8.0,2025.0,UHC3LPFGS10,0.0
8.0,2025.0,UHC3LPFGS11,0.0
8.0,2025.0,UHC3LPFGS12,1.0
8.0,2025.0,UHC3LPFGS13,0.0
8.0,2025.0,UHC3LPFGS14,0.0
8.0,2025.0,UHC3LRFGS05,0.0
8.0,2025.0,UHC3LRFGS06,0.0
8.0,2025.0,UHC3LRFGS07,0.0
8.0,2025.0,UHC3LRFGS08,0.0
8.0,2025.0,UHC3LRFGS09,1.0
8.0,2025.0,UHC3LRFGS10,0.0
8.0,2025.0,UHC3LRFGS11,0.0
8.0,2025.0,UHC3LRFGS12,0.0
8.0,2025.0,UHC3LRFGS13,0.0
8.0,2025.0,UHC3LRFGS14,0.0
8.0,2025.0,UHC3PAINBASES05,350.0
8.0,2025.0,UHC3PAINBASES06,900.0
8.0,2025.0,UHC3PAINBASES07,900.0
8.0,2025.0,UHC3PAINBASES08,0.0
8.0,2025.0,UHC3PAINBASES09,300.0
8.0,2025.0,UHC3PAINBASES10,0.0
8.0,2025.0,UHC3PAINBASES11,500.0
8.0,2025.0,UHC3PAINBASES12,190.0
8.0,2025.0,UHC3PAINBASES13,50.0
8.0,2025.0,UHC3PAINBASES14,200.0
8.0,2025.0,UHC3PAINTOPS07,0.0
8.0,2025.0,UHC3PAINTOPS09,0.0
8.0,2025.0,UHC3TRANTOPS05,1012.0
8.0,2025.0,UHC3TRANTOPS06,3400.0
8.0,2025.0,UHC3TRANTOPS07,700.0
8.0,2025.0,UHC3TRANTOPS08,4680.0
8.0,2025.0,UHC3TRANTOPS09,2350.0
8.0,2025.0,UHC3TRANTOPS10,1764.0
8.0,2025.0,UHC3TRANTOPS11,2523.0
8.0,2025.0,UHC3TRANTOPS12,1374.0
8.0,2025.0,UHC3TXCOIL,3402.0
8.0,2025.0,UHCAPMUR01UF,146689.0
8.0,2025.0,UHCAPMUR047F,19362.0
8.0,2025.0,UHCAPMUR10UF,467510.0
8.0,2025.0,UHCAPMUR12PF,78270.0
8.0,2025.0,UHCAPMUR220F,46751.0
8.0,2025.0,UHCAPMUR22UF,19218.0
8.0,2025.0,UHCAPMUR820F,26972.0
8.0,2025.0,UHCAPMURE14D,514261.0
8.0,2025.0,UHCAPMURE1UF,153744.0
8.0,2025.0,UHCAPSAM22UF,19218.0
8.0,2025.0,UHCAPSAM43UF,26972.0
8.0,2025.0,UHCAPTAY27PF,26708.0
8.0,2025.0,UHCAPYAG10PF,12163.0
8.0,2025.0,UHCH2COHOS05,1000.0
8.0,2025.0,UHCH2COHOS06,3800.0
8.0,2025.0,UHCH2COHOS07,11200.0
8.0,2025.0,UHCH2COHOS08,10800.0
8.0,2025.0,UHCH2COHOS09,6000.0
8.0,2025.0,UHCH2COHOS10,4200.0
8.0,2025.0,UHCH2COHOS11,1800.0
8.0,2025.0,UHCH2COHOS12,1400.0
8.0,2025.0,UHCH2COHOS13,500.0
8.0,2025.0,UHCH2COHOS14,0.0
8.0,2025.0,UHCH2FINISHS05,468.0
8.0,2025.0,UHCH2FINISHS06,1596.0
8.0,2025.0,UHCH2FINISHS07,4734.0
8.0,2025.0,UHCH2FINISHS08,4423.0
8.0,2025.0,UHCH2FINISHS09,4015.0
8.0,2025.0,UHCH2FINISHS10,2471.0
8.0,2025.0,UHCH2FINISHS11,695.0
8.0,2025.0,UHCH2FINISHS12,526.0
8.0,2025.0,UHCH2FINISHS13,247.0
8.0,2025.0,UHCH2FINISHS14,59.0
8.0,2025.0,UHCHA2BASS05,1000.0
8.0,2025.0,UHCHA2BASS06,3800.0
8.0,2025.0,UHCHA2BASS07,11200.0
8.0,2025.0,UHCHA2BASS08,10800.0
8.0,2025.0,UHCHA2BASS09,6000.0
8.0,2025.0,UHCHA2BASS10,4200.0
8.0,2025.0,UHCHA2BASS11,1800.0
8.0,2025.0,UHCHA2BASS12,1400.0
8.0,2025.0,UHCHA2BASS13,500.0
8.0,2025.0,UHCHARTOPS05,1000.0
8.0,2025.0,UHCHARTOPS06,3800.0
8.0,2025.0,UHCHARTOPS07,11200.0
8.0,2025.0,UHCHARTOPS08,10800.0
8.0,2025.0,UHCHARTOPS09,6000.0
8.0,2025.0,UHCHARTOPS10,4200.0
8.0,2025.0,UHCHARTOPS11,1800.0
8.0,2025.0,UHCHARTOPS12,1400.0
8.0,2025.0,UHCHARTOPS13,500.0
8.0,2025.0,UHCHARTOPS14,0.0
8.0,2025.0,UHCHCOMPERJ,46751.0
8.0,2025.0,UHCMPCHKGS10,0.0
8.0,2025.0,UHCMPCHKGS11,0.0
8.0,2025.0,UHCMPCHKGS12,0.0
8.0,2025.0,UHCMPCHKGS13,0.0
8.0,2025.0,UHCMPCHKGS14,0.0
8.0,2025.0,UHCMPCHKGS5,0.0
8.0,2025.0,UHCMPCHKGS6,0.0
8.0,2025.0,UHCMPCHKGS7,0.0
8.0,2025.0,UHCMPCHKGS8,0.0
8.0,2025.0,UHCMPCHKGS9,0.0
8.0,2025.0,UHCONSACETON,0.0
8.0,2025.0,UHCONSACRVARNISH,0.0
8.0,2025.0,UHCONSACRYBIG,0.0
8.0,2025.0,UHCONSACRYSML,0.0
8.0,2025.0,UHCONSCLOTH,0.0
8.0,2025.0,UHCONSCLSWAB,0.0
8.0,2025.0,UHCONSDBRBLD,0.0
